label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
crop,1226,335,778,621,imgs-00006.jpg,2160,3840
crop,1620,1005,540,454,imgs-00006.jpg,2160,3840
grass,1431,2441,729,1388,imgs-00007.jpg,2160,3840
grass,372,2717,1042,1096,imgs-00007.jpg,2160,3840
grass,305,1578,296,518,imgs-00007.jpg,2160,3840
grass,357,2460,650,228,imgs-00007.jpg,2160,3840
crop,419,486,622,658,imgs-00007.jpg,2160,3840
crop,1105,416,816,602,imgs-00007.jpg,2160,3840
crop,1107,1082,344,390,imgs-00007.jpg,2160,3840
crop,531,1174,498,324,imgs-00007.jpg,2160,3840
grass,0,2841,2160,999,imgs-00008.jpg,2160,3840
grass,1555,2182,605,626,imgs-00008.jpg,2160,3840
grass,281,1453,243,578,imgs-00008.jpg,2160,3840
grass,335,2360,654,443,imgs-00008.jpg,2160,3840
crop,670,1447,870,1069,imgs-00008.jpg,2160,3840
crop,1507,934,653,1221,imgs-00008.jpg,2160,3840
crop,313,227,1847,1183,imgs-00008.jpg,2160,3840
grass,1631,2133,529,1707,imgs-00009.jpg,2160,3840
grass,65,2749,1582,1091,imgs-00009.jpg,2160,3840
grass,237,1599,292,475,imgs-00009.jpg,2160,3840
grass,173,2409,794,302,imgs-00009.jpg,2160,3840
crop,805,292,1296,664,imgs-00009.jpg,2160,3840
crop,1307,1005,853,1075,imgs-00009.jpg,2160,3840
crop,486,1015,626,654,imgs-00009.jpg,2160,3840
crop,788,1496,724,1150,imgs-00009.jpg,2160,3840
crop,21,238,1032,794,imgs-00009.jpg,2160,3840
grass,232,2733,1789,693,imgs-00010.jpg,2160,3840
grass,1654,2168,506,524,imgs-00010.jpg,2160,3840
grass,226,1544,204,449,imgs-00010.jpg,2160,3840
crop,576,1556,973,1160,imgs-00010.jpg,2160,3840
crop,226,291,792,705,imgs-00010.jpg,2160,3840
crop,1112,216,728,693,imgs-00010.jpg,2160,3840
crop,1616,1414,515,701,imgs-00010.jpg,2160,3840
grass,154,1680,222,267,imgs-00011.jpg,2160,3840
grass,139,2788,1360,959,imgs-00011.jpg,2160,3840
grass,1573,2129,587,1156,imgs-00011.jpg,2160,3840
crop,422,1517,1398,1272,imgs-00011.jpg,2160,3840
crop,128,319,870,672,imgs-00011.jpg,2160,3840
crop,1040,152,777,758,imgs-00011.jpg,2160,3840
grass,314,2651,1556,810,imgs-00012.jpg,2160,3840
grass,1590,2080,570,1183,imgs-00012.jpg,2160,3840
grass,133,1742,239,420,imgs-00012.jpg,2160,3840
crop,384,1416,1264,1288,imgs-00012.jpg,2160,3840
crop,186,320,787,705,imgs-00012.jpg,2160,3840
crop,1036,204,816,734,imgs-00012.jpg,2160,3840
grass,389,2774,1445,781,imgs-00013.jpg,2160,3840
grass,1532,2092,628,1294,imgs-00013.jpg,2160,3840
grass,121,1696,221,641,imgs-00013.jpg,2160,3840
crop,116,297,897,775,imgs-00013.jpg,2160,3840
crop,1060,192,845,758,imgs-00013.jpg,2160,3840
crop,296,1433,1503,1323,imgs-00013.jpg,2160,3840
grass,17,2937,2143,717,imgs-00014.jpg,2160,3840
grass,1532,2173,628,868,imgs-00014.jpg,2160,3840
grass,98,2389,682,542,imgs-00014.jpg,2160,3840
grass,145,1602,256,734,imgs-00014.jpg,2160,3840
crop,308,1492,1544,1422,imgs-00014.jpg,2160,3840
grass,75,2826,1900,909,imgs-00015.jpg,2160,3840
grass,1526,2220,634,1369,imgs-00015.jpg,2160,3840
grass,151,1801,251,472,imgs-00015.jpg,2160,3840
grass,180,2412,379,542,imgs-00015.jpg,2160,3840
crop,343,1614,1515,1463,imgs-00015.jpg,2160,3840
crop,331,478,827,653,imgs-00015.jpg,2160,3840
crop,1182,227,978,810,imgs-00015.jpg,2160,3840
grass,0,2558,762,1276,imgs-00016.jpg,2160,3840
grass,1537,2337,623,1503,imgs-00016.jpg,2160,3840
grass,582,3007,1136,833,imgs-00016.jpg,2160,3840
grass,46,1841,274,542,imgs-00016.jpg,2160,3840
crop,290,1614,1486,1556,imgs-00016.jpg,2160,3840
crop,127,198,1136,921,imgs-00016.jpg,2160,3840
crop,1246,291,886,746,imgs-00016.jpg,2160,3840
grass,1398,2331,762,1509,imgs-00017.jpg,2160,3840
grass,11,2948,1474,892,imgs-00017.jpg,2160,3840
grass,28,2092,297,892,imgs-00017.jpg,2160,3840
crop,162,1538,1492,1608,imgs-00017.jpg,2160,3840
grass,1234,2488,926,1352,imgs-00018.jpg,2160,3840
grass,5,3106,1468,734,imgs-00018.jpg,2160,3840
crop,40,1742,1521,1463,imgs-00018.jpg,2160,3840
crop,186,350,932,758,imgs-00018.jpg,2160,3840
crop,1194,338,862,693,imgs-00018.jpg,2160,3840
grass,1980,1812,180,629,imgs-00018.jpg,2160,3840
grass,827,1439,107,157,imgs-00018.jpg,2160,3840
grass,12,1609,71,111,imgs-00018.jpg,2160,3840
grass,1130,2424,1030,1416,imgs-00019.jpg,2160,3840
grass,0,3147,1438,693,imgs-00019.jpg,2160,3840
grass,1957,1970,203,449,imgs-00019.jpg,2160,3840
crop,17,1585,1346,1585,imgs-00019.jpg,2160,3840
crop,22,233,1095,880,imgs-00019.jpg,2160,3840
crop,1176,402,705,670,imgs-00019.jpg,2160,3840
grass,751,1419,119,157,imgs-00019.jpg,2160,3840
grass,1025,2436,1135,1404,imgs-00020.jpg,2160,3840
grass,34,3170,1381,670,imgs-00020.jpg,2160,3840
crop,5,1556,1299,1754,imgs-00020.jpg,2160,3840
grass,1800,1911,274,478,imgs-00020.jpg,2160,3840
crop,52,466,944,606,imgs-00020.jpg,2160,3840
crop,1246,355,699,705,imgs-00020.jpg,2160,3840
crop,1817,1212,338,676,imgs-00020.jpg,2160,3840
crop,1363,1311,396,1061,imgs-00020.jpg,2160,3840
crop,757,1154,443,554,imgs-00020.jpg,2160,3840
grass,920,2366,1240,1457,imgs-00021.jpg,2160,3840
grass,22,3187,1154,653,imgs-00021.jpg,2160,3840
grass,603,1420,227,193,imgs-00021.jpg,2160,3840
grass,1765,1906,247,229,imgs-00021.jpg,2160,3840
crop,1673,1176,448,691,imgs-00021.jpg,2160,3840
crop,1137,1494,528,858,imgs-00021.jpg,2160,3840
crop,19,1610,884,1520,imgs-00021.jpg,2160,3840
crop,150,337,811,767,imgs-00021.jpg,2160,3840
crop,1000,352,719,719,imgs-00021.jpg,2160,3840
grass,838,2407,1322,1433,imgs-00022.jpg,2160,3840
grass,46,3164,1008,676,imgs-00022.jpg,2160,3840
crop,40,379,775,693,imgs-00022.jpg,2160,3840
crop,873,280,880,746,imgs-00022.jpg,2160,3840
grass,1742,1867,204,374,imgs-00022.jpg,2160,3840
crop,1545,1192,554,643,imgs-00022.jpg,2160,3840
grass,523,1488,192,131,imgs-00022.jpg,2160,3840
grass,832,2471,1328,1369,imgs-00023.jpg,2160,3840
grass,57,3071,874,769,imgs-00023.jpg,2160,3840
grass,451,1480,200,135,imgs-00023.jpg,2160,3840
grass,1572,1862,312,583,imgs-00023.jpg,2160,3840
grass,1933,2310,175,149,imgs-00023.jpg,2160,3840
crop,1893,1699,267,531,imgs-00023.jpg,2160,3840
crop,1546,1226,429,615,imgs-00023.jpg,2160,3840
crop,864,1233,730,1189,imgs-00023.jpg,2160,3840
crop,575,1056,387,706,imgs-00023.jpg,2160,3840
crop,782,364,928,667,imgs-00023.jpg,2160,3840
crop,0,205,747,874,imgs-00023.jpg,2160,3840
crop,5,1697,744,1368,imgs-00023.jpg,2160,3840
grass,736,2407,1424,1433,imgs-00024.jpg,2160,3840
grass,0,3187,806,653,imgs-00024.jpg,2160,3840
grass,399,1500,133,126,imgs-00024.jpg,2160,3840
grass,1534,1917,291,284,imgs-00024.jpg,2160,3840
crop,1513,1221,378,650,imgs-00024.jpg,2160,3840
crop,786,1641,741,734,imgs-00024.jpg,2160,3840
crop,500,1050,424,709,imgs-00024.jpg,2160,3840
crop,0,389,721,713,imgs-00024.jpg,2160,3840
crop,751,305,865,744,imgs-00024.jpg,2160,3840
crop,963,1068,513,492,imgs-00024.jpg,2160,3840
grass,800,2558,1360,1282,imgs-00025.jpg,2160,3840
grass,19,3222,1445,618,imgs-00025.jpg,2160,3840
grass,1610,2185,550,449,imgs-00025.jpg,2160,3840
grass,371,1518,149,97,imgs-00025.jpg,2160,3840
grass,1504,1895,265,263,imgs-00025.jpg,2160,3840
crop,1476,1204,393,671,imgs-00025.jpg,2160,3840
crop,859,1542,650,859,imgs-00025.jpg,2160,3840
crop,5,414,714,699,imgs-00025.jpg,2160,3840
crop,747,300,870,764,imgs-00025.jpg,2160,3840
grass,625,2494,1535,1346,imgs-00026.jpg,2160,3840
grass,0,3292,754,548,imgs-00026.jpg,2160,3840
grass,1481,2226,679,262,imgs-00026.jpg,2160,3840
grass,296,1436,186,169,imgs-00026.jpg,2160,3840
grass,1512,1929,268,284,imgs-00026.jpg,2160,3840
crop,791,1571,679,876,imgs-00026.jpg,2160,3840
crop,1452,1189,444,665,imgs-00026.jpg,2160,3840
crop,660,281,890,759,imgs-00026.jpg,2160,3840
crop,0,374,649,705,imgs-00026.jpg,2160,3840
crop,492,1041,357,699,imgs-00026.jpg,2160,3840
grass,987,2372,1173,1468,imgs-00027.jpg,2160,3840
grass,49,3228,1387,612,imgs-00027.jpg,2160,3840
grass,561,2517,769,804,imgs-00027.jpg,2160,3840
grass,306,1429,231,198,imgs-00027.jpg,2160,3840
grass,1498,1842,281,564,imgs-00027.jpg,2160,3840
crop,1798,1704,362,537,imgs-00027.jpg,2160,3840
crop,1448,1165,499,695,imgs-00027.jpg,2160,3840
crop,724,1227,741,1175,imgs-00027.jpg,2160,3840
crop,5,408,735,755,imgs-00027.jpg,2160,3840
crop,762,325,793,720,imgs-00027.jpg,2160,3840
grass,548,1775,179,71,imgs-00027.jpg,2160,3840
crop,9,1651,547,1498,imgs-00027.jpg,2160,3840
grass,695,2508,1465,1332,imgs-00028.jpg,2160,3840
grass,1529,2331,631,396,imgs-00028.jpg,2160,3840
grass,8,3385,961,455,imgs-00028.jpg,2160,3840
grass,349,1516,191,183,imgs-00028.jpg,2160,3840
grass,1521,1942,301,400,imgs-00028.jpg,2160,3840
crop,1816,1740,344,547,imgs-00028.jpg,2160,3840
crop,1338,1151,510,741,imgs-00028.jpg,2160,3840
crop,699,1245,812,1226,imgs-00028.jpg,2160,3840
crop,671,272,934,806,imgs-00028.jpg,2160,3840
crop,10,453,679,693,imgs-00028.jpg,2160,3840
grass,491,2628,1669,1212,imgs-00029.jpg,2160,3840
crop,0,571,591,641,imgs-00029.jpg,2160,3840
crop,690,519,956,571,imgs-00029.jpg,2160,3840
crop,1427,1267,476,682,imgs-00029.jpg,2160,3840
grass,293,1606,182,202,imgs-00029.jpg,2160,3840
grass,1475,2010,332,638,imgs-00029.jpg,2160,3840
grass,1845,2428,315,213,imgs-00029.jpg,2160,3840
grass,2023,1784,137,154,imgs-00029.jpg,2160,3840
grass,498,1860,202,117,imgs-00029.jpg,2160,3840
crop,731,1359,617,1200,imgs-00029.jpg,2160,3840
crop,683,1104,1340,291,imgs-00029.jpg,2160,3840
grass,608,2645,1552,1195,imgs-00030.jpg,2160,3840
grass,212,2774,787,1066,imgs-00030.jpg,2160,3840
grass,1389,2109,303,589,imgs-00030.jpg,2160,3840
grass,1791,2506,369,280,imgs-00030.jpg,2160,3840
grass,230,1759,145,147,imgs-00030.jpg,2160,3840
grass,399,1944,197,143,imgs-00030.jpg,2160,3840
crop,1360,1330,543,750,imgs-00030.jpg,2160,3840
crop,412,1262,1051,658,imgs-00030.jpg,2160,3840
crop,640,631,930,630,imgs-00030.jpg,2160,3840
crop,6,642,509,640,imgs-00030.jpg,2160,3840
crop,617,1887,774,754,imgs-00030.jpg,2160,3840
grass,521,2640,1639,1200,imgs-00031.jpg,2160,3840
grass,2,2873,769,967,imgs-00031.jpg,2160,3840
crop,0,578,635,701,imgs-00031.jpg,2160,3840
crop,657,554,830,657,imgs-00031.jpg,2160,3840
crop,479,1225,1089,688,imgs-00031.jpg,2160,3840
grass,172,1669,129,157,imgs-00031.jpg,2160,3840
grass,1681,1674,158,97,imgs-00031.jpg,2160,3840
grass,1248,2114,413,623,imgs-00031.jpg,2160,3840
grass,1723,1830,78,56,imgs-00031.jpg,2160,3840
grass,2016,2553,144,76,imgs-00031.jpg,2160,3840
crop,1670,2010,475,521,imgs-00031.jpg,2160,3840
crop,1689,1316,471,313,imgs-00031.jpg,2160,3840
grass,0,2599,2160,1241,imgs-00032.jpg,2160,3840
grass,136,1525,127,135,imgs-00032.jpg,2160,3840
grass,377,1523,76,95,imgs-00032.jpg,2160,3840
grass,400,1820,102,93,imgs-00032.jpg,2160,3840
grass,369,1986,100,71,imgs-00032.jpg,2160,3840
grass,1365,1988,295,406,imgs-00032.jpg,2160,3840
grass,1697,1529,126,86,imgs-00032.jpg,2160,3840
grass,1117,2409,1043,173,imgs-00032.jpg,2160,3840
crop,1273,1196,483,741,imgs-00032.jpg,2160,3840
crop,1665,1847,495,510,imgs-00032.jpg,2160,3840
crop,480,1723,856,854,imgs-00032.jpg,2160,3840
crop,443,1036,470,743,imgs-00032.jpg,2160,3840
crop,6,351,674,721,imgs-00032.jpg,2160,3840
crop,704,366,852,672,imgs-00032.jpg,2160,3840
crop,898,1042,1262,475,imgs-00032.jpg,2160,3840
grass,480,2675,1680,1154,imgs-00033.jpg,2160,3840
grass,0,3018,550,822,imgs-00033.jpg,2160,3840
crop,0,455,567,623,imgs-00033.jpg,2160,3840
crop,591,420,926,728,imgs-00033.jpg,2160,3840
grass,1277,2446,883,235,imgs-00033.jpg,2160,3840
grass,1261,2106,298,315,imgs-00033.jpg,2160,3840
crop,1613,1936,547,522,imgs-00033.jpg,2160,3840
grass,243,1915,219,128,imgs-00033.jpg,2160,3840
grass,1187,1929,184,154,imgs-00033.jpg,2160,3840
crop,469,1748,765,916,imgs-00033.jpg,2160,3840
crop,1364,1254,315,776,imgs-00033.jpg,2160,3840
crop,434,1170,1688,455,imgs-00033.jpg,2160,3840
grass,0,2972,2160,868,imgs-00034.jpg,2160,3840
grass,1255,2465,905,606,imgs-00034.jpg,2160,3840
grass,451,2605,816,408,imgs-00034.jpg,2160,3840
grass,1225,2010,418,469,imgs-00034.jpg,2160,3840
grass,228,1538,194,511,imgs-00034.jpg,2160,3840
crop,1312,1256,644,748,imgs-00034.jpg,2160,3840
crop,428,1777,819,809,imgs-00034.jpg,2160,3840
crop,357,1099,1023,644,imgs-00034.jpg,2160,3840
crop,0,453,584,618,imgs-00034.jpg,2160,3840
crop,616,437,809,638,imgs-00034.jpg,2160,3840
grass,439,2710,1721,1130,imgs-00035.jpg,2160,3840
grass,0,3106,701,734,imgs-00035.jpg,2160,3840
grass,1284,2395,876,425,imgs-00035.jpg,2160,3840
grass,181,1555,228,499,imgs-00035.jpg,2160,3840
grass,1164,2084,405,363,imgs-00035.jpg,2160,3840
grass,1646,1551,139,122,imgs-00035.jpg,2160,3840
crop,1594,1917,522,486,imgs-00035.jpg,2160,3840
crop,442,1342,710,1300,imgs-00035.jpg,2160,3840
crop,1166,1068,994,474,imgs-00035.jpg,2160,3840
crop,603,430,927,658,imgs-00035.jpg,2160,3840
crop,4,400,602,688,imgs-00035.jpg,2160,3840
grass,614,2541,1546,1299,imgs-00036.jpg,2160,3840
grass,0,2978,829,862,imgs-00036.jpg,2160,3840
grass,253,2710,344,251,imgs-00036.jpg,2160,3840
grass,139,1449,160,227,imgs-00036.jpg,2160,3840
grass,1228,1956,370,614,imgs-00036.jpg,2160,3840
grass,1680,2377,480,158,imgs-00036.jpg,2160,3840
crop,1549,1721,576,624,imgs-00036.jpg,2160,3840
crop,373,1308,778,1220,imgs-00036.jpg,2160,3840
crop,0,277,540,716,imgs-00036.jpg,2160,3840
crop,577,248,966,768,imgs-00036.jpg,2160,3840
crop,173,1033,1378,241,imgs-00036.jpg,2160,3840
grass,0,2599,2160,1241,imgs-00037.jpg,2160,3840
grass,141,1440,200,122,imgs-00037.jpg,2160,3840
grass,1274,2289,664,268,imgs-00037.jpg,2160,3840
grass,1190,1947,379,286,imgs-00037.jpg,2160,3840
crop,1239,1157,445,701,imgs-00037.jpg,2160,3840
crop,338,1510,827,1090,imgs-00037.jpg,2160,3840
crop,0,245,555,763,imgs-00037.jpg,2160,3840
crop,592,219,791,798,imgs-00037.jpg,2160,3840
crop,903,976,1257,355,imgs-00037.jpg,2160,3840
grass,0,2756,2160,1084,imgs-00038.jpg,2160,3840
grass,70,1510,216,158,imgs-00038.jpg,2160,3840
grass,1315,2390,845,386,imgs-00038.jpg,2160,3840
grass,1129,1946,404,436,imgs-00038.jpg,2160,3840
crop,1540,1827,531,552,imgs-00038.jpg,2160,3840
crop,286,1190,878,1510,imgs-00038.jpg,2160,3840
crop,1140,983,1020,419,imgs-00038.jpg,2160,3840
crop,0,304,555,688,imgs-00038.jpg,2160,3840
crop,618,328,805,678,imgs-00038.jpg,2160,3840
grass,0,2838,2160,979,imgs-00039.jpg,2160,3840
grass,1156,2424,1004,530,imgs-00039.jpg,2160,3840
grass,49,1520,218,180,imgs-00039.jpg,2160,3840
grass,1122,1942,432,506,imgs-00039.jpg,2160,3840
crop,1565,1854,577,558,imgs-00039.jpg,2160,3840
crop,263,1261,955,1340,imgs-00039.jpg,2160,3840
crop,0,325,445,703,imgs-00039.jpg,2160,3840
crop,481,336,936,682,imgs-00039.jpg,2160,3840
crop,893,1030,844,229,imgs-00039.jpg,2160,3840
grass,260,2655,848,158,imgs-00039.jpg,2160,3840
grass,1150,2465,1010,1375,imgs-00040.jpg,2160,3840
grass,0,2814,1139,1026,imgs-00040.jpg,2160,3840
grass,81,1590,258,163,imgs-00040.jpg,2160,3840
grass,9,1938,293,202,imgs-00040.jpg,2160,3840
grass,1118,2069,455,367,imgs-00040.jpg,2160,3840
crop,0,341,529,775,imgs-00040.jpg,2160,3840
crop,597,386,864,676,imgs-00040.jpg,2160,3840
crop,1613,1870,546,590,imgs-00040.jpg,2160,3840
crop,232,1740,954,1037,imgs-00040.jpg,2160,3840
crop,898,1060,1262,385,imgs-00040.jpg,2160,3840
grass,1669,1568,163,91,imgs-00040.jpg,2160,3840
grass,0,2661,2160,1179,imgs-00041.jpg,2160,3840
grass,93,1544,236,289,imgs-00041.jpg,2160,3840
grass,1152,2014,497,689,imgs-00041.jpg,2160,3840
grass,5,1895,276,261,imgs-00041.jpg,2160,3840
crop,253,1761,965,889,imgs-00041.jpg,2160,3840
crop,0,342,473,759,imgs-00041.jpg,2160,3840
crop,582,383,879,712,imgs-00041.jpg,2160,3840
crop,952,1120,1198,309,imgs-00041.jpg,2160,3840
crop,1669,1965,481,555,imgs-00041.jpg,2160,3840
crop,301,1102,527,626,imgs-00041.jpg,2160,3840
grass,14,2908,2146,932,imgs-00042.jpg,2160,3840
